dataset,labelset,labelset_rank,label,iri
Whole Mouse Brain Taxonomy,supertype,1,0846 SC-PAG Lef1 Emx2 Gaba_4,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0846
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_20,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0843
Whole Mouse Brain Taxonomy,supertype,1,0844 SC-PAG Lef1 Emx2 Gaba_2,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0844
Whole Mouse Brain Taxonomy,supertype,1,0841 SC Otx2 Gcnt4 Gaba_1,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0841
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_20,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0842
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_20,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0849
Whole Mouse Brain Taxonomy,supertype,1,0861 SCs Pax7 Nfia Gaba_3,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0861
Whole Mouse Brain Taxonomy,supertype,1,0862 SCs Pax7 Nfia Gaba_4,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0862
Whole Mouse Brain Taxonomy,supertype,1,0860 SCs Pax7 Nfia Gaba_2,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0860
Whole Mouse Brain Taxonomy,supertype,1,0858 SC Lef1 Otx2 Gaba_2,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0858
Whole Mouse Brain Taxonomy,supertype,1,0859 SCs Pax7 Nfia Gaba_1,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0859
Whole Mouse Brain Taxonomy,supertype,1,0856 SCs Dmbx1 Gaba_5,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0856
Whole Mouse Brain Taxonomy,supertype,1,0857 SC Lef1 Otx2 Gaba_1,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0857
Whole Mouse Brain Taxonomy,supertype,1,0854 SCs Dmbx1 Gaba_3,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0854
Whole Mouse Brain Taxonomy,supertype,1,0855 SCs Dmbx1 Gaba_4,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0855
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_20,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0852
Whole Mouse Brain Taxonomy,supertype,1,0853 SCs Dmbx1 Gaba_2,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0853
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0113
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0114
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0111
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0112
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0110
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0108
Whole Mouse Brain Taxonomy,supertype,1,0109 L6b/CT ENT Glut_4,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0109
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0106
Whole Mouse Brain Taxonomy,supertype,1,0107 L6b/CT ENT Glut_2,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0107
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0104
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0105
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0124
Whole Mouse Brain Taxonomy,supertype,1,0125 L5 NP CTX Glut_4,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0125
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0122
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0123
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0120
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0121
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0119
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0117
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0118
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0115
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_02,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0116
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0102
Whole Mouse Brain Taxonomy,supertype,1,0103 L6b EPd Glut_1,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0103
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0100
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0101
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0094
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0095
Whole Mouse Brain Taxonomy,supertype,1,0092 L5 ET CTX Glut_3,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0092
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0093
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0090
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0091
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0098
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0099
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0096
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0097
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0036
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0037
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0034
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0035
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0032
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0033
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0030
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0031
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0029
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0027
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0028
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0040
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0047
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0048
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0045
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0046
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0043
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0044
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0041
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0042
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0038
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0039
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0014
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0015
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0012
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0013
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0010
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0011
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0009
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0007
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0008
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0005
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0006
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0025
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0026
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0023
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0024
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0021
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0022
Whole Mouse Brain Taxonomy,supertype,1,0020 L5 IT CTX Glut_3,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0020
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0018
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0019
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0016
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0017
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0072
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0073
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0070
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0071
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0078
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0079
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0076
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0077
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0074
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0075
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0083
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0084
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0081
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0082
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0080
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0089
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0087
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0088
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0085
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0086
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0050
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0051
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0058
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0059
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0056
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0057
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0054
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0055
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0052
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0053
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0049
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0061
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0062
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0060
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0069
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0067
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0068
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0065
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0066
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0063
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_01,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0064
Whole Mouse Brain Taxonomy,supertype,1,0201 Lamp5 Gaba_3,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0201
Whole Mouse Brain Taxonomy,supertype,1,0202 Lamp5 Gaba_4,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0202
Whole Mouse Brain Taxonomy,supertype,1,0200 Lamp5 Gaba_2,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0200
Whole Mouse Brain Taxonomy,supertype,1,0234 STR Prox1 Lhx6 Gaba_2,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0234
Whole Mouse Brain Taxonomy,supertype,1,0235 STR Prox1 Lhx6 Gaba_3,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0235
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_07,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0232
Whole Mouse Brain Taxonomy,supertype,1,0233 STR Prox1 Lhx6 Gaba_1,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0233
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_07,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0230
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_07,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0231
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_07,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0229
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_07,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0227
Whole Mouse Brain Taxonomy,supertype,1,0228 Sst Gaba_15,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0228
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_07,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0225
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_07,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0226
Whole Mouse Brain Taxonomy,supertype,1,0245 NDB-SI-MA-STRv Lhx8 Gaba_2,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0245
Whole Mouse Brain Taxonomy,supertype,1,0246 NDB-SI-MA-STRv Lhx8 Gaba_3,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0246
Whole Mouse Brain Taxonomy,supertype,1,0243 Sst Chodl Gaba_6,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0243
Whole Mouse Brain Taxonomy,supertype,1,0244 NDB-SI-MA-STRv Lhx8 Gaba_1,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0244
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_08,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0241
Whole Mouse Brain Taxonomy,supertype,1,0242 Sst Chodl Gaba_5,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0242
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_08,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0240
Whole Mouse Brain Taxonomy,supertype,1,0238 Sst Chodl Gaba_1,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0238
Whole Mouse Brain Taxonomy,supertype,1,0239 Sst Chodl Gaba_2,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0239
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_08,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0236
Whole Mouse Brain Taxonomy,supertype,1,0237 STR Lhx8 Gaba_2,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0237
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_07,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0212
Whole Mouse Brain Taxonomy,supertype,1,0213 Pvalb Gaba_9,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0213
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_07,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0210
Whole Mouse Brain Taxonomy,supertype,1,h5ad data file for CS20230722_CLAS_07,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0211
Whole Mouse Brain Taxonomy,supertype,1,0209 Pvalb Gaba_5,https://purl.brain-bican.org/taxonomy/CCN20230722/CS20230722_SUPT_0209
