parent_curie,parent_label,parent_labelset,cluster_count,is_consistent,consistent_neurotransmitters,pattern_variety,all_patterns
WMB:CS20230722_SUPT_0507,0507 MEA-COA-BMA Ccdc42 Glut_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,Glut,1,Glut
WMB:CS20230722_SUPT_0504,0504 GPi Tbr1 Cngb3 Gaba-Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut|GABA,1,Glut-GABA
WMB:CS20230722_SUPT_0505,0505 MEA-COA-BMA Ccdc42 Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,Glut,1,Glut
WMB:CS20230722_SUPT_0502,0502 TRS-BAC Sln Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut,1,Glut
WMB:CS20230722_SUPT_0503,0503 TRS-BAC Sln Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,Glut,1,Glut
WMB:CS20230722_SUPT_0500,0500 LGv-ZI Otx2 Gaba_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,GABA,1,GABA
WMB:CS20230722_SUPT_0508,0508 MEA-COA-BMA Ccdc42 Glut_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,Glut,1,Glut
WMB:CS20230722_SUPT_0509,0509 COAa-PAA-MEA Barhl2 Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",10,True,Glut,1,Glut
WMB:CS20230722_SUPT_0520,0520 AVPV-MEPO-SFO Tbr1 Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,Glut,1,Glut
WMB:CS20230722_SUPT_0521,0521 AVPV-MEPO-SFO Tbr1 Glut_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",8,True,Glut,1,Glut
WMB:CS20230722_SUPT_0518,0518 MS-SF Bsx Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",19,True,Glut,2,Glut-GABA|Glut
WMB:CS20230722_SUPT_0515,0515 COAa-PAA-MEA Barhl2 Glut_7,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",8,True,Glut,1,Glut
WMB:CS20230722_SUPT_0516,0516 COAa-PAA-MEA Barhl2 Glut_8,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,Glut,1,Glut
WMB:CS20230722_SUPT_0513,0513 COAa-PAA-MEA Barhl2 Glut_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut,1,Glut
WMB:CS20230722_SUPT_0514,0514 COAa-PAA-MEA Barhl2 Glut_6,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut,1,Glut
WMB:CS20230722_SUPT_0511,0511 COAa-PAA-MEA Barhl2 Glut_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,Glut,1,Glut
WMB:CS20230722_SUPT_0512,0512 COAa-PAA-MEA Barhl2 Glut_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut,1,Glut
WMB:CS20230722_SUPT_0519,0519 AVPV-MEPO-SFO Tbr1 Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,Glut,1,Glut
WMB:CS20230722_SUPT_0490,0490 DMH Hmx2 Gaba_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,GABA,2,GABA|Glut-GABA
WMB:CS20230722_SUPT_0491,0491 DMH Hmx2 Gaba_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,GABA,1,GABA
WMB:CS20230722_SUPT_0499,0499 LGv-ZI Otx2 Gaba_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA,1,GABA
WMB:CS20230722_SUPT_0496,0496 LGv-ZI Otx2 Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,GABA,1,GABA
WMB:CS20230722_SUPT_0497,0497 LGv-ZI Otx2 Gaba_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,GABA,1,GABA
WMB:CS20230722_SUPT_0494,0494 ARH-PVp Tbx3 Gaba_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,GABA,1,GABA
WMB:CS20230722_SUPT_0495,0495 ARH-PVp Tbx3 Gaba_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA,1,GABA
WMB:CS20230722_SUPT_0492,0492 DMH Hmx2 Gaba_6,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,GABA,1,GABA
WMB:CS20230722_SUPT_0493,0493 ARH-PVp Tbx3 Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA,1,GABA
WMB:CS20230722_SUPT_0489,0489 DMH Hmx2 Gaba_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",9,True,GABA,2,GABA|GABA-Dopa
WMB:CS20230722_SUPT_0674,0674 PF Fzd5 Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",10,True,Glut,1,Glut
WMB:CS20230722_SUPT_0675,0675 PF Fzd5 Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,Glut,1,Glut
WMB:CS20230722_SUPT_0672,0672 MG-POL-SGN Nts Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut,1,Glut
WMB:CS20230722_SUPT_0673,0673 MG-POL-SGN Nts Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut,1,Glut
WMB:CS20230722_SUPT_0670,0670 RE-Xi Nox4 Glut_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,Glut,1,Glut
WMB:CS20230722_SUPT_0669,0669 RE-Xi Nox4 Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,Glut,1,Glut
WMB:CS20230722_SUPT_0667,0667 TH Prkcd Grin2c Glut_14,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,Glut,1,Glut
WMB:CS20230722_SUPT_0668,0668 RE-Xi Nox4 Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,Glut,1,Glut
WMB:CS20230722_SUPT_0665,0665 TH Prkcd Grin2c Glut_12,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,Glut,1,Glut
WMB:CS20230722_SUPT_0666,0666 TH Prkcd Grin2c Glut_13,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,Glut,1,Glut
WMB:CS20230722_SUPT_0685,0685 IF-RL-CLI-PAG Foxa1 Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,Glut,2,Glut-Dopa|Glut
WMB:CS20230722_SUPT_0686,0686 IF-RL-CLI-PAG Foxa1 Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut,1,Glut
WMB:CS20230722_SUPT_0683,0683 MRN-PAG Nkx6-1 Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut,2,Glut|Glut-GABA
WMB:CS20230722_SUPT_0684,0684 MRN-PAG Nkx6-1 Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,Glut,1,Glut
WMB:CS20230722_SUPT_0681,0681 MB-ant-ve Dmrta2 Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",9,True,Glut,1,Glut
WMB:CS20230722_SUPT_0678,0678 PRC-PAG Pax6 Glut_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",7,True,Glut,1,Glut
WMB:CS20230722_SUPT_0679,0679 PRC-PAG Pax6 Glut_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut,1,Glut
WMB:CS20230722_SUPT_0676,0676 PRC-PAG Pax6 Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",7,True,Glut,1,Glut
WMB:CS20230722_SUPT_0677,0677 PRC-PAG Pax6 Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",8,True,Glut,1,Glut
WMB:CS20230722_SUPT_0652,0652 CM-IAD-CL-PCN Sema5b Glut_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut,1,Glut
WMB:CS20230722_SUPT_0653,0653 CM-IAD-CL-PCN Sema5b Glut_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,Glut,1,Glut
WMB:CS20230722_SUPT_0650,0650 CM-IAD-CL-PCN Sema5b Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut,1,Glut
WMB:CS20230722_SUPT_0651,0651 CM-IAD-CL-PCN Sema5b Glut_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut,1,Glut
WMB:CS20230722_SUPT_0649,0649 CM-IAD-CL-PCN Sema5b Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,Glut,1,Glut
WMB:CS20230722_SUPT_0647,0647 PVT-PT Ntrk1 Glut_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,Glut,1,Glut
WMB:CS20230722_SUPT_0645,0645 PVT-PT Ntrk1 Glut_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut,1,Glut
WMB:CS20230722_SUPT_0646,0646 PVT-PT Ntrk1 Glut_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut,1,Glut
WMB:CS20230722_SUPT_0643,0643 PVT-PT Ntrk1 Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut,1,Glut
WMB:CS20230722_SUPT_0644,0644 PVT-PT Ntrk1 Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,Glut,1,Glut
WMB:CS20230722_SUPT_0663,0663 TH Prkcd Grin2c Glut_10,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,Glut,1,Glut
WMB:CS20230722_SUPT_0664,0664 TH Prkcd Grin2c Glut_11,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,Glut,1,Glut
WMB:CS20230722_SUPT_0661,0661 TH Prkcd Grin2c Glut_8,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,Glut,1,Glut
WMB:CS20230722_SUPT_0662,0662 TH Prkcd Grin2c Glut_9,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut,1,Glut
WMB:CS20230722_SUPT_0660,0660 TH Prkcd Grin2c Glut_7,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut,1,Glut
WMB:CS20230722_SUPT_0658,0658 TH Prkcd Grin2c Glut_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,Glut,1,Glut
WMB:CS20230722_SUPT_0659,0659 TH Prkcd Grin2c Glut_6,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,Glut,1,Glut
WMB:CS20230722_SUPT_0656,0656 TH Prkcd Grin2c Glut_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,Glut,1,Glut
WMB:CS20230722_SUPT_0657,0657 TH Prkcd Grin2c Glut_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,Glut,1,Glut
WMB:CS20230722_SUPT_0654,0654 TH Prkcd Grin2c Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,Glut,1,Glut
WMB:CS20230722_SUPT_0696,0696 PAG Pou4f3 Glut_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,Glut,1,Glut
WMB:CS20230722_SUPT_0697,0697 CUN Evx2 Lhx2 Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,Glut,1,Glut
WMB:CS20230722_SUPT_0694,0694 PAG Pou4f3 Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",10,True,Glut,1,Glut
WMB:CS20230722_SUPT_0695,0695 PAG Pou4f3 Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut,1,Glut
WMB:CS20230722_SUPT_0693,0693 PAG-SC Neurod2 Meis2 Glut_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",7,True,Glut,1,Glut
WMB:CS20230722_SUPT_0690,0690 PAG-SC Neurod2 Meis2 Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,Glut,1,Glut
WMB:CS20230722_SUPT_0691,0691 PAG-SC Neurod2 Meis2 Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,Glut,1,Glut
WMB:CS20230722_SUPT_0687,0687 IF-RL-CLI-PAG Foxa1 Glut_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut,1,Glut
WMB:CS20230722_SUPT_0688,0688 IF-RL-CLI-PAG Foxa1 Glut_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,Glut,2,Glut|Glut-GABA-Dopa
WMB:CS20230722_SUPT_0698,0698 CUN Evx2 Lhx2 Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",7,True,Glut,1,Glut
WMB:CS20230722_SUPT_0699,0699 CUN Evx2 Lhx2 Glut_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,Glut,1,Glut
WMB:CS20230722_SUPT_0630,0630 MM Foxb1 Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut,1,Glut
WMB:CS20230722_SUPT_0631,0631 MM Foxb1 Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,Glut,1,Glut
WMB:CS20230722_SUPT_0627,0627 PH-SUM Foxa1 Glut_6,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,Glut,2,Glut-GABA|Glut
WMB:CS20230722_SUPT_0625,0625 PH-SUM Foxa1 Glut_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,Glut,1,Glut
WMB:CS20230722_SUPT_0626,0626 PH-SUM Foxa1 Glut_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,Glut,2,Glut|Glut-GABA
WMB:CS20230722_SUPT_0623,0623 PH-SUM Foxa1 Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut,2,Glut-GABA|Glut
WMB:CS20230722_SUPT_0624,0624 PH-SUM Foxa1 Glut_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",7,True,Glut,1,Glut
WMB:CS20230722_SUPT_0621,0621 PMd-LHA Foxb1 Glut_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut,1,Glut
WMB:CS20230722_SUPT_0622,0622 PH-SUM Foxa1 Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,Glut,1,Glut
WMB:CS20230722_SUPT_0629,0629 MM-ant Foxb1 Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,Glut,1,Glut
WMB:CS20230722_SUPT_0641,0641 AD Serpinb7 Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,Glut,1,Glut
WMB:CS20230722_SUPT_0642,0642 AV Col27a1 Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,Glut,1,Glut
WMB:CS20230722_SUPT_0640,0640 LH Pou4f1 Sox1 Glut_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,Glut,1,Glut
WMB:CS20230722_SUPT_0638,0638 LH Pou4f1 Sox1 Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,Glut,1,Glut
WMB:CS20230722_SUPT_0639,0639 LH Pou4f1 Sox1 Glut_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut,1,Glut
WMB:CS20230722_SUPT_0636,0636 MH Tac2 Glut_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut,1,Glut
WMB:CS20230722_SUPT_0637,0637 LH Pou4f1 Sox1 Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,Glut,1,Glut
WMB:CS20230722_SUPT_0634,0634 MH Tac2 Glut_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",7,True,Glut,2,Glut-Chol|Glut
WMB:CS20230722_SUPT_0635,0635 MH Tac2 Glut_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,Glut,1,Glut
WMB:CS20230722_SUPT_0632,0632 MH Tac2 Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,Glut|Chol,1,Glut-Chol
WMB:CS20230722_SUPT_0633,0633 MH Tac2 Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,Glut,1,Glut
WMB:CS20230722_SUPT_0605,0605 PMv-TMv Pitx2 Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,Glut,1,Glut
WMB:CS20230722_SUPT_0606,0606 PMv-TMv Pitx2 Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,Glut,1,Glut
WMB:CS20230722_SUPT_0603,0603 STN-PSTN Pitx2 Glut_6,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,Glut,1,Glut
WMB:CS20230722_SUPT_0601,0601 STN-PSTN Pitx2 Glut_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,Glut,1,Glut
WMB:CS20230722_SUPT_0602,0602 STN-PSTN Pitx2 Glut_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,Glut,1,Glut
WMB:CS20230722_SUPT_0600,0600 STN-PSTN Pitx2 Glut_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,Glut,1,Glut
WMB:CS20230722_SUPT_0609,0609 PH-an Pitx2 Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,Glut,1,Glut
WMB:CS20230722_SUPT_0607,0607 PMv-TMv Pitx2 Glut_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,Glut,1,Glut
WMB:CS20230722_SUPT_0608,0608 PH-an Pitx2 Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,Glut,1,Glut
WMB:CS20230722_SUPT_0620,0620 PMd-LHA Foxb1 Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",9,True,Glut,1,Glut
WMB:CS20230722_SUPT_0616,0616 PH-LHA Foxb1 Glut_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,Glut,1,Glut
WMB:CS20230722_SUPT_0614,0614 PH-LHA Foxb1 Glut_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,Glut,1,Glut
WMB:CS20230722_SUPT_0615,0615 PH-LHA Foxb1 Glut_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,Glut,1,Glut
WMB:CS20230722_SUPT_0612,0612 PH-LHA Foxb1 Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",7,True,Glut,1,Glut
WMB:CS20230722_SUPT_0613,0613 PH-LHA Foxb1 Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,Glut,1,Glut
WMB:CS20230722_SUPT_0610,0610 PH Pitx2 Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,Glut,1,Glut
WMB:CS20230722_SUPT_0611,0611 PH Pitx2 Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",13,True,Glut,2,Glut-Dopa|Glut
WMB:CS20230722_SUPT_0618,0618 PH-LHA Foxb1 Glut_7,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,Glut,1,Glut
WMB:CS20230722_SUPT_0619,0619 PMd-LHA Foxb1 Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,Glut,1,Glut
WMB:CS20230722_SUPT_0795,0795 MRN-PPN-CUN Pax8 Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,GABA,2,GABA|GABA-Glyc
WMB:CS20230722_SUPT_0796,0796 MRN-PPN-CUN Pax8 Gaba_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,GABA,2,GABA|Glut-GABA
WMB:CS20230722_SUPT_0793,0793 PPN-CUN-PCG Otp En1 Gaba_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",8,True,GABA,2,GABA|Glut-GABA
WMB:CS20230722_SUPT_0794,0794 PPN-CUN-PCG Otp En1 Gaba_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",7,True,GABA,1,GABA
WMB:CS20230722_SUPT_0791,0791 PAG-MRN Rln3 Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,GABA,1,GABA
WMB:CS20230722_SUPT_0792,0792 PPN-CUN-PCG Otp En1 Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA,1,GABA
WMB:CS20230722_SUPT_0790,0790 ND-INC Foxd2 Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut,1,Glut
WMB:CS20230722_SUPT_0788,0788 SCop Sln Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",11,True,Glut,1,Glut
WMB:CS20230722_SUPT_0786,0786 SCsg Pde5a Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut,1,Glut
WMB:CS20230722_SUPT_0787,0787 SCsg Pde5a Glut_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,Glut,1,Glut
WMB:CS20230722_SUPT_0799,0799 MRN-VTN-PPN Pax5 Cdh23 Gaba_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",8,True,GABA,1,GABA
WMB:CS20230722_SUPT_0798,0798 MRN-VTN-PPN Pax5 Cdh23 Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,GABA,1,GABA
WMB:CS20230722_SUPT_0773,0773 IC Tfap2d Maf Glut_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,Glut,1,Glut
WMB:CS20230722_SUPT_0771,0771 IC Tfap2d Maf Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",12,True,Glut,1,Glut
WMB:CS20230722_SUPT_0772,0772 IC Tfap2d Maf Glut_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,Glut,1,Glut
WMB:CS20230722_SUPT_0770,0770 IC Tfap2d Maf Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",9,True,Glut,1,Glut
WMB:CS20230722_SUPT_0768,0768 SCiw Pitx2 Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,Glut,1,Glut
WMB:CS20230722_SUPT_0769,0769 SCiw Pitx2 Glut_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut,1,Glut
WMB:CS20230722_SUPT_0766,0766 SCdg-PAG Tfap2b Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",7,True,Glut,1,Glut
WMB:CS20230722_SUPT_0767,0767 SCiw Pitx2 Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",10,True,Glut,1,Glut
WMB:CS20230722_SUPT_0764,0764 SCig-an-PPT Foxb1 Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",11,True,Glut,1,Glut
WMB:CS20230722_SUPT_0765,0765 SCig Foxb1 Otx2 Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,Glut,1,Glut
WMB:CS20230722_SUPT_0784,0784 SCop Pou4f2 Neurod2 Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut,1,Glut
WMB:CS20230722_SUPT_0785,0785 SCsg Pde5a Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,Glut,1,Glut
WMB:CS20230722_SUPT_0783,0783 SCig Tfap2b Chrnb3 Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,Glut,1,Glut
WMB:CS20230722_SUPT_0780,0780 CUN-PPN Evx2 Meis2 Glut_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut,1,Glut
WMB:CS20230722_SUPT_0779,0779 CUN-PPN Evx2 Meis2 Glut_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",7,True,Glut,2,Glut-Dopa|Glut
WMB:CS20230722_SUPT_0777,0777 CUN-PPN Evx2 Meis2 Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,Glut,1,Glut
WMB:CS20230722_SUPT_0778,0778 CUN-PPN Evx2 Meis2 Glut_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,Chol,2,Glut-Chol|Chol
WMB:CS20230722_SUPT_0775,0775 IC Tfap2d Maf Glut_6,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,Glut,1,Glut
WMB:CS20230722_SUPT_0776,0776 CUN-PPN Evx2 Meis2 Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",16,True,Glut,1,Glut
WMB:CS20230722_SUPT_0704,0704 PAG-MRN Pou3f1 Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",11,True,Glut,1,Glut
WMB:CS20230722_SUPT_0702,0702 APN C1ql2 Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",7,True,Glut,1,Glut
WMB:CS20230722_SUPT_0703,0703 APN C1ql4 Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",9,True,Glut,1,Glut
WMB:CS20230722_SUPT_0700,0700 CUN Evx2 Lhx2 Glut_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,Glut,1,Glut
WMB:CS20230722_SUPT_0701,0701 CUN Evx2 Lhx2 Glut_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,Glut,1,Glut
