cc_curie,cc_label,token_position,token_text,token_simplified_type,token_type,token_name,primary_identifier,secondary_identifier,tertiary_identifier,original_part
WMB:CS20230722_CLUS_0440,0440 L6 CT CTX Glut_1,1,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_0441,0441 L6 CT CTX Glut_2,1,L6,anatomical,anatomical,cortical layer 6,UBERON:0005395,,,L6
WMB:CS20230722_CLUS_0441,0441 L6 CT CTX Glut_2,1,CT,cell type,projection_type,corticothalamic-projecting glutamatergic cortical neuron,CL:4023013,,,CT
WMB:CS20230722_CLUS_0441,0441 L6 CT CTX Glut_2,1,CTX,anatomical,structure,Cerebral cortex,MBA:688,UBERON:0000956,,CTX
WMB:CS20230722_CLUS_0441,0441 L6 CT CTX Glut_2,1,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_SUPT_0441,0441 PVHd Gsc Gaba_1,1,PVHd,anatomical,structure,"Paraventricular hypothalamic nucleus, descending division",MBA:63,UBERON:0014602,,PVHd
WMB:CS20230722_SUPT_0441,0441 PVHd Gsc Gaba_1,1,Gsc,gene,gene,goosecoid homeobox,ENSEMBL:ENSMUSG00000021095,NCBIGene:14836,ABAGene:14612,Gsc
WMB:CS20230722_SUPT_0441,0441 PVHd Gsc Gaba_1,1,Gaba,cell type,neurotransmission,GABAergic neuron,CL:0000617,,,Gaba
WMB:CS20230722_CLUS_0442,0442 L6 CT CTX Glut_2,1,L6,anatomical,anatomical,cortical layer 6,UBERON:0005395,,,L6
WMB:CS20230722_CLUS_0442,0442 L6 CT CTX Glut_2,1,CT,cell type,projection_type,corticothalamic-projecting glutamatergic cortical neuron,CL:4023013,,,CT
WMB:CS20230722_CLUS_0442,0442 L6 CT CTX Glut_2,1,CTX,anatomical,structure,Cerebral cortex,MBA:688,UBERON:0000956,,CTX
WMB:CS20230722_CLUS_0442,0442 L6 CT CTX Glut_2,1,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_SUPT_0442,0442 PVHd-SBPV Six3 Prox1 Gaba_1,1,PVHd,anatomical,structure,"Paraventricular hypothalamic nucleus, descending division",MBA:63,UBERON:0014602,,PVHd-SBPV
WMB:CS20230722_SUPT_0442,0442 PVHd-SBPV Six3 Prox1 Gaba_1,2,SBPV,anatomical,structure,Subparaventricular zone,MBA:347,UBERON:0007626,,PVHd-SBPV
WMB:CS20230722_SUPT_0442,0442 PVHd-SBPV Six3 Prox1 Gaba_1,3,Six3,gene,gene,sine oculis-related homeobox 3,ENSEMBL:ENSMUSG00000038805,NCBIGene:20473,ABAGene:20235,Six3
WMB:CS20230722_SUPT_0442,0442 PVHd-SBPV Six3 Prox1 Gaba_1,3,Prox1,gene,gene,prospero homeobox 1,ENSEMBL:ENSMUSG00000010175,NCBIGene:19130,ABAGene:18893,Prox1
WMB:CS20230722_SUPT_0442,0442 PVHd-SBPV Six3 Prox1 Gaba_1,3,Gaba,cell type,neurotransmission,GABAergic neuron,CL:0000617,,,Gaba
WMB:CS20230722_CLUS_0443,0443 L6 CT CTX Glut_2,1,L6,anatomical,anatomical,cortical layer 6,UBERON:0005395,,,L6
WMB:CS20230722_CLUS_0443,0443 L6 CT CTX Glut_2,1,CT,cell type,projection_type,corticothalamic-projecting glutamatergic cortical neuron,CL:4023013,,,CT
WMB:CS20230722_CLUS_0443,0443 L6 CT CTX Glut_2,1,CTX,anatomical,structure,Cerebral cortex,MBA:688,UBERON:0000956,,CTX
WMB:CS20230722_CLUS_0443,0443 L6 CT CTX Glut_2,1,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_SUPT_0443,0443 PVHd-SBPV Six3 Prox1 Gaba_2,1,PVHd,anatomical,structure,"Paraventricular hypothalamic nucleus, descending division",MBA:63,UBERON:0014602,,PVHd-SBPV
WMB:CS20230722_SUPT_0443,0443 PVHd-SBPV Six3 Prox1 Gaba_2,2,SBPV,anatomical,structure,Subparaventricular zone,MBA:347,UBERON:0007626,,PVHd-SBPV
WMB:CS20230722_SUPT_0443,0443 PVHd-SBPV Six3 Prox1 Gaba_2,3,Six3,gene,gene,sine oculis-related homeobox 3,ENSEMBL:ENSMUSG00000038805,NCBIGene:20473,ABAGene:20235,Six3
WMB:CS20230722_SUPT_0443,0443 PVHd-SBPV Six3 Prox1 Gaba_2,3,Prox1,gene,gene,prospero homeobox 1,ENSEMBL:ENSMUSG00000010175,NCBIGene:19130,ABAGene:18893,Prox1
WMB:CS20230722_SUPT_0443,0443 PVHd-SBPV Six3 Prox1 Gaba_2,3,Gaba,cell type,neurotransmission,GABAergic neuron,CL:0000617,,,Gaba
WMB:CS20230722_CLUS_0444,0444 L6 CT CTX Glut_2,1,L6,anatomical,anatomical,cortical layer 6,UBERON:0005395,,,L6
WMB:CS20230722_CLUS_0444,0444 L6 CT CTX Glut_2,1,CT,cell type,projection_type,corticothalamic-projecting glutamatergic cortical neuron,CL:4023013,,,CT
WMB:CS20230722_CLUS_0444,0444 L6 CT CTX Glut_2,1,CTX,anatomical,structure,Cerebral cortex,MBA:688,UBERON:0000956,,CTX
WMB:CS20230722_CLUS_0444,0444 L6 CT CTX Glut_2,1,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_SUPT_0444,0444 PVHd-SBPV Six3 Prox1 Gaba_3,1,PVHd,anatomical,structure,"Paraventricular hypothalamic nucleus, descending division",MBA:63,UBERON:0014602,,PVHd-SBPV
WMB:CS20230722_SUPT_0444,0444 PVHd-SBPV Six3 Prox1 Gaba_3,2,SBPV,anatomical,structure,Subparaventricular zone,MBA:347,UBERON:0007626,,PVHd-SBPV
WMB:CS20230722_SUPT_0444,0444 PVHd-SBPV Six3 Prox1 Gaba_3,3,Six3,gene,gene,sine oculis-related homeobox 3,ENSEMBL:ENSMUSG00000038805,NCBIGene:20473,ABAGene:20235,Six3
WMB:CS20230722_SUPT_0444,0444 PVHd-SBPV Six3 Prox1 Gaba_3,3,Prox1,gene,gene,prospero homeobox 1,ENSEMBL:ENSMUSG00000010175,NCBIGene:19130,ABAGene:18893,Prox1
WMB:CS20230722_SUPT_0444,0444 PVHd-SBPV Six3 Prox1 Gaba_3,3,Gaba,cell type,neurotransmission,GABAergic neuron,CL:0000617,,,Gaba
WMB:CS20230722_CLUS_0445,0445 L6 CT CTX Glut_3,1,L6,anatomical,anatomical,cortical layer 6,UBERON:0005395,,,L6
WMB:CS20230722_CLUS_0445,0445 L6 CT CTX Glut_3,1,CT,cell type,projection_type,corticothalamic-projecting glutamatergic cortical neuron,CL:4023013,,,CT
WMB:CS20230722_CLUS_0445,0445 L6 CT CTX Glut_3,1,CTX,anatomical,structure,Cerebral cortex,MBA:688,UBERON:0000956,,CTX
WMB:CS20230722_CLUS_0445,0445 L6 CT CTX Glut_3,1,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_SUPT_0445,0445 PVHd-SBPV Six3 Prox1 Gaba_4,1,PVHd,anatomical,structure,"Paraventricular hypothalamic nucleus, descending division",MBA:63,UBERON:0014602,,PVHd-SBPV
WMB:CS20230722_SUPT_0445,0445 PVHd-SBPV Six3 Prox1 Gaba_4,2,SBPV,anatomical,structure,Subparaventricular zone,MBA:347,UBERON:0007626,,PVHd-SBPV
WMB:CS20230722_SUPT_0445,0445 PVHd-SBPV Six3 Prox1 Gaba_4,3,Six3,gene,gene,sine oculis-related homeobox 3,ENSEMBL:ENSMUSG00000038805,NCBIGene:20473,ABAGene:20235,Six3
WMB:CS20230722_SUPT_0445,0445 PVHd-SBPV Six3 Prox1 Gaba_4,3,Prox1,gene,gene,prospero homeobox 1,ENSEMBL:ENSMUSG00000010175,NCBIGene:19130,ABAGene:18893,Prox1
WMB:CS20230722_SUPT_0445,0445 PVHd-SBPV Six3 Prox1 Gaba_4,3,Gaba,cell type,neurotransmission,GABAergic neuron,CL:0000617,,,Gaba
WMB:CS20230722_SUPT_0446,0446 AHN-SBPV-PVHd Pdrm12 Gaba_1,1,AHN,anatomical,structure,Anterior hypothalamic nucleus,MBA:88,UBERON:0002634,,AHN-SBPV-PVHd
WMB:CS20230722_SUPT_0446,0446 AHN-SBPV-PVHd Pdrm12 Gaba_1,2,SBPV,anatomical,structure,Subparaventricular zone,MBA:347,UBERON:0007626,,AHN-SBPV-PVHd
WMB:CS20230722_SUPT_0446,0446 AHN-SBPV-PVHd Pdrm12 Gaba_1,3,PVHd,anatomical,structure,"Paraventricular hypothalamic nucleus, descending division",MBA:63,UBERON:0014602,,AHN-SBPV-PVHd
WMB:CS20230722_SUPT_0446,0446 AHN-SBPV-PVHd Pdrm12 Gaba_1,4,Pdrm12,unknown,unknown,Unknown token: Pdrm12,,,,Pdrm12
WMB:CS20230722_SUPT_0446,0446 AHN-SBPV-PVHd Pdrm12 Gaba_1,5,Gaba,cell type,neurotransmission,GABAergic neuron,CL:0000617,,,Gaba
WMB:CS20230722_CLUS_0446,0446 L6 CT CTX Glut_3,1,L6,anatomical,anatomical,cortical layer 6,UBERON:0005395,,,L6
WMB:CS20230722_CLUS_0446,0446 L6 CT CTX Glut_3,1,CT,cell type,projection_type,corticothalamic-projecting glutamatergic cortical neuron,CL:4023013,,,CT
WMB:CS20230722_CLUS_0446,0446 L6 CT CTX Glut_3,1,CTX,anatomical,structure,Cerebral cortex,MBA:688,UBERON:0000956,,CTX
WMB:CS20230722_CLUS_0446,0446 L6 CT CTX Glut_3,1,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_SUPT_0447,0447 AHN-SBPV-PVHd Pdrm12 Gaba_2,1,AHN,anatomical,structure,Anterior hypothalamic nucleus,MBA:88,UBERON:0002634,,AHN-SBPV-PVHd
WMB:CS20230722_SUPT_0447,0447 AHN-SBPV-PVHd Pdrm12 Gaba_2,2,SBPV,anatomical,structure,Subparaventricular zone,MBA:347,UBERON:0007626,,AHN-SBPV-PVHd
WMB:CS20230722_SUPT_0447,0447 AHN-SBPV-PVHd Pdrm12 Gaba_2,3,PVHd,anatomical,structure,"Paraventricular hypothalamic nucleus, descending division",MBA:63,UBERON:0014602,,AHN-SBPV-PVHd
WMB:CS20230722_SUPT_0447,0447 AHN-SBPV-PVHd Pdrm12 Gaba_2,4,Pdrm12,unknown,unknown,Unknown token: Pdrm12,,,,Pdrm12
WMB:CS20230722_SUPT_0447,0447 AHN-SBPV-PVHd Pdrm12 Gaba_2,5,Gaba,cell type,neurotransmission,GABAergic neuron,CL:0000617,,,Gaba
WMB:CS20230722_CLUS_0447,0447 L6 CT CTX Glut_3,1,L6,anatomical,anatomical,cortical layer 6,UBERON:0005395,,,L6
WMB:CS20230722_CLUS_0447,0447 L6 CT CTX Glut_3,1,CT,cell type,projection_type,corticothalamic-projecting glutamatergic cortical neuron,CL:4023013,,,CT
WMB:CS20230722_CLUS_0447,0447 L6 CT CTX Glut_3,1,CTX,anatomical,structure,Cerebral cortex,MBA:688,UBERON:0000956,,CTX
WMB:CS20230722_CLUS_0447,0447 L6 CT CTX Glut_3,1,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_SUPT_0448,0448 AHN-SBPV-PVHd Pdrm12 Gaba_3,1,AHN,anatomical,structure,Anterior hypothalamic nucleus,MBA:88,UBERON:0002634,,AHN-SBPV-PVHd
WMB:CS20230722_SUPT_0448,0448 AHN-SBPV-PVHd Pdrm12 Gaba_3,2,SBPV,anatomical,structure,Subparaventricular zone,MBA:347,UBERON:0007626,,AHN-SBPV-PVHd
WMB:CS20230722_SUPT_0448,0448 AHN-SBPV-PVHd Pdrm12 Gaba_3,3,PVHd,anatomical,structure,"Paraventricular hypothalamic nucleus, descending division",MBA:63,UBERON:0014602,,AHN-SBPV-PVHd
WMB:CS20230722_SUPT_0448,0448 AHN-SBPV-PVHd Pdrm12 Gaba_3,4,Pdrm12,unknown,unknown,Unknown token: Pdrm12,,,,Pdrm12
WMB:CS20230722_SUPT_0448,0448 AHN-SBPV-PVHd Pdrm12 Gaba_3,5,Gaba,cell type,neurotransmission,GABAergic neuron,CL:0000617,,,Gaba
WMB:CS20230722_CLUS_0448,0448 L6 CT CTX Glut_3,1,L6,anatomical,anatomical,cortical layer 6,UBERON:0005395,,,L6
WMB:CS20230722_CLUS_0448,0448 L6 CT CTX Glut_3,1,CT,cell type,projection_type,corticothalamic-projecting glutamatergic cortical neuron,CL:4023013,,,CT
WMB:CS20230722_CLUS_0448,0448 L6 CT CTX Glut_3,1,CTX,anatomical,structure,Cerebral cortex,MBA:688,UBERON:0000956,,CTX
WMB:CS20230722_CLUS_0448,0448 L6 CT CTX Glut_3,1,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_SUPT_0449,0449 AHN-SBPV-PVHd Pdrm12 Gaba_4,1,AHN,anatomical,structure,Anterior hypothalamic nucleus,MBA:88,UBERON:0002634,,AHN-SBPV-PVHd
WMB:CS20230722_SUPT_0449,0449 AHN-SBPV-PVHd Pdrm12 Gaba_4,2,SBPV,anatomical,structure,Subparaventricular zone,MBA:347,UBERON:0007626,,AHN-SBPV-PVHd
WMB:CS20230722_SUPT_0449,0449 AHN-SBPV-PVHd Pdrm12 Gaba_4,3,PVHd,anatomical,structure,"Paraventricular hypothalamic nucleus, descending division",MBA:63,UBERON:0014602,,AHN-SBPV-PVHd
WMB:CS20230722_SUPT_0449,0449 AHN-SBPV-PVHd Pdrm12 Gaba_4,4,Pdrm12,unknown,unknown,Unknown token: Pdrm12,,,,Pdrm12
WMB:CS20230722_SUPT_0449,0449 AHN-SBPV-PVHd Pdrm12 Gaba_4,5,Gaba,cell type,neurotransmission,GABAergic neuron,CL:0000617,,,Gaba
WMB:CS20230722_CLUS_0449,0449 L6 CT CTX Glut_3,1,L6,anatomical,anatomical,cortical layer 6,UBERON:0005395,,,L6
WMB:CS20230722_CLUS_0449,0449 L6 CT CTX Glut_3,1,CT,cell type,projection_type,corticothalamic-projecting glutamatergic cortical neuron,CL:4023013,,,CT
WMB:CS20230722_CLUS_0449,0449 L6 CT CTX Glut_3,1,CTX,anatomical,structure,Cerebral cortex,MBA:688,UBERON:0000956,,CTX
WMB:CS20230722_CLUS_0449,0449 L6 CT CTX Glut_3,1,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_SUBC_045,045 OB-STR-CTX Inh IMN,1,OB,anatomical,anatomical,olfactory bulb,UBERON:0002264,,,OB-STR-CTX
WMB:CS20230722_SUBC_045,045 OB-STR-CTX Inh IMN,2,STR,anatomical,structure,Striatum,MBA:477,UBERON:0002435,,OB-STR-CTX
WMB:CS20230722_SUBC_045,045 OB-STR-CTX Inh IMN,3,CTX,anatomical,structure,Cerebral cortex,MBA:688,UBERON:0000956,,OB-STR-CTX
WMB:CS20230722_SUBC_045,045 OB-STR-CTX Inh IMN,4,Inh,cell type,cell_type,inhibitory interneuron,CL:0000498,,,Inh
WMB:CS20230722_SUBC_045,045 OB-STR-CTX Inh IMN,4,IMN,cell type,cell_type,immature neuron,CL:4042028,,,IMN
WMB:CS20230722_SUPT_0450,0450 AHN-SBPV-PVHd Pdrm12 Gaba_5,1,AHN,anatomical,structure,Anterior hypothalamic nucleus,MBA:88,UBERON:0002634,,AHN-SBPV-PVHd
WMB:CS20230722_SUPT_0450,0450 AHN-SBPV-PVHd Pdrm12 Gaba_5,2,SBPV,anatomical,structure,Subparaventricular zone,MBA:347,UBERON:0007626,,AHN-SBPV-PVHd
WMB:CS20230722_SUPT_0450,0450 AHN-SBPV-PVHd Pdrm12 Gaba_5,3,PVHd,anatomical,structure,"Paraventricular hypothalamic nucleus, descending division",MBA:63,UBERON:0014602,,AHN-SBPV-PVHd
WMB:CS20230722_SUPT_0450,0450 AHN-SBPV-PVHd Pdrm12 Gaba_5,4,Pdrm12,unknown,unknown,Unknown token: Pdrm12,,,,Pdrm12
WMB:CS20230722_SUPT_0450,0450 AHN-SBPV-PVHd Pdrm12 Gaba_5,5,Gaba,cell type,neurotransmission,GABAergic neuron,CL:0000617,,,Gaba
WMB:CS20230722_CLUS_0450,0450 L6 CT CTX Glut_4,1,L6,anatomical,anatomical,cortical layer 6,UBERON:0005395,,,L6
WMB:CS20230722_CLUS_0450,0450 L6 CT CTX Glut_4,1,CT,cell type,projection_type,corticothalamic-projecting glutamatergic cortical neuron,CL:4023013,,,CT
WMB:CS20230722_CLUS_0450,0450 L6 CT CTX Glut_4,1,CTX,anatomical,structure,Cerebral cortex,MBA:688,UBERON:0000956,,CTX
WMB:CS20230722_CLUS_0450,0450 L6 CT CTX Glut_4,1,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_SUPT_0451,0451 AHN-SBPV-PVHd Pdrm12 Gaba_6,1,AHN,anatomical,structure,Anterior hypothalamic nucleus,MBA:88,UBERON:0002634,,AHN-SBPV-PVHd
WMB:CS20230722_SUPT_0451,0451 AHN-SBPV-PVHd Pdrm12 Gaba_6,2,SBPV,anatomical,structure,Subparaventricular zone,MBA:347,UBERON:0007626,,AHN-SBPV-PVHd
WMB:CS20230722_SUPT_0451,0451 AHN-SBPV-PVHd Pdrm12 Gaba_6,3,PVHd,anatomical,structure,"Paraventricular hypothalamic nucleus, descending division",MBA:63,UBERON:0014602,,AHN-SBPV-PVHd
WMB:CS20230722_SUPT_0451,0451 AHN-SBPV-PVHd Pdrm12 Gaba_6,4,Pdrm12,unknown,unknown,Unknown token: Pdrm12,,,,Pdrm12
WMB:CS20230722_SUPT_0451,0451 AHN-SBPV-PVHd Pdrm12 Gaba_6,5,Gaba,cell type,neurotransmission,GABAergic neuron,CL:0000617,,,Gaba
WMB:CS20230722_CLUS_0451,0451 L6 CT CTX Glut_5,1,L6,anatomical,anatomical,cortical layer 6,UBERON:0005395,,,L6
WMB:CS20230722_CLUS_0451,0451 L6 CT CTX Glut_5,1,CT,cell type,projection_type,corticothalamic-projecting glutamatergic cortical neuron,CL:4023013,,,CT
WMB:CS20230722_CLUS_0451,0451 L6 CT CTX Glut_5,1,CTX,anatomical,structure,Cerebral cortex,MBA:688,UBERON:0000956,,CTX
WMB:CS20230722_CLUS_0451,0451 L6 CT CTX Glut_5,1,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_SUPT_0452,0452 AHN-SBPV-PVHd Pdrm12 Gaba_7,1,AHN,anatomical,structure,Anterior hypothalamic nucleus,MBA:88,UBERON:0002634,,AHN-SBPV-PVHd
WMB:CS20230722_SUPT_0452,0452 AHN-SBPV-PVHd Pdrm12 Gaba_7,2,SBPV,anatomical,structure,Subparaventricular zone,MBA:347,UBERON:0007626,,AHN-SBPV-PVHd
WMB:CS20230722_SUPT_0452,0452 AHN-SBPV-PVHd Pdrm12 Gaba_7,3,PVHd,anatomical,structure,"Paraventricular hypothalamic nucleus, descending division",MBA:63,UBERON:0014602,,AHN-SBPV-PVHd
WMB:CS20230722_SUPT_0452,0452 AHN-SBPV-PVHd Pdrm12 Gaba_7,4,Pdrm12,unknown,unknown,Unknown token: Pdrm12,,,,Pdrm12
WMB:CS20230722_SUPT_0452,0452 AHN-SBPV-PVHd Pdrm12 Gaba_7,5,Gaba,cell type,neurotransmission,GABAergic neuron,CL:0000617,,,Gaba
WMB:CS20230722_CLUS_0452,0452 L6 CT CTX Glut_5,1,L6,anatomical,anatomical,cortical layer 6,UBERON:0005395,,,L6
WMB:CS20230722_CLUS_0452,0452 L6 CT CTX Glut_5,1,CT,cell type,projection_type,corticothalamic-projecting glutamatergic cortical neuron,CL:4023013,,,CT
WMB:CS20230722_CLUS_0452,0452 L6 CT CTX Glut_5,1,CTX,anatomical,structure,Cerebral cortex,MBA:688,UBERON:0000956,,CTX
WMB:CS20230722_CLUS_0452,0452 L6 CT CTX Glut_5,1,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_CLUS_0453,0453 L6 CT CTX Glut_5,1,L6,anatomical,anatomical,cortical layer 6,UBERON:0005395,,,L6
WMB:CS20230722_CLUS_0453,0453 L6 CT CTX Glut_5,1,CT,cell type,projection_type,corticothalamic-projecting glutamatergic cortical neuron,CL:4023013,,,CT
WMB:CS20230722_CLUS_0453,0453 L6 CT CTX Glut_5,1,CTX,anatomical,structure,Cerebral cortex,MBA:688,UBERON:0000956,,CTX
WMB:CS20230722_CLUS_0453,0453 L6 CT CTX Glut_5,1,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_SUPT_0453,0453 SBPV-PVa Six6 Satb2 Gaba_1,1,SBPV,anatomical,structure,Subparaventricular zone,MBA:347,UBERON:0007626,,SBPV-PVa
WMB:CS20230722_SUPT_0453,0453 SBPV-PVa Six6 Satb2 Gaba_1,2,PVa,anatomical,structure,"Periventricular hypothalamic nucleus, anterior part",MBA:30,UBERON:8440007,,SBPV-PVa
WMB:CS20230722_SUPT_0453,0453 SBPV-PVa Six6 Satb2 Gaba_1,3,Six6,gene,gene,sine oculis-related homeobox 6,ENSEMBL:ENSMUSG00000021099,NCBIGene:20476,ABAGene:20238,Six6
WMB:CS20230722_SUPT_0453,0453 SBPV-PVa Six6 Satb2 Gaba_1,3,Satb2,gene,gene,special AT-rich sequence binding protein 2,ENSEMBL:ENSMUSG00000038331,NCBIGene:212712,ABAGene:84457,Satb2
WMB:CS20230722_SUPT_0453,0453 SBPV-PVa Six6 Satb2 Gaba_1,3,Gaba,cell type,neurotransmission,GABAergic neuron,CL:0000617,,,Gaba
WMB:CS20230722_CLUS_0454,0454 L6 CT CTX Glut_5,1,L6,anatomical,anatomical,cortical layer 6,UBERON:0005395,,,L6
WMB:CS20230722_CLUS_0454,0454 L6 CT CTX Glut_5,1,CT,cell type,projection_type,corticothalamic-projecting glutamatergic cortical neuron,CL:4023013,,,CT
WMB:CS20230722_CLUS_0454,0454 L6 CT CTX Glut_5,1,CTX,anatomical,structure,Cerebral cortex,MBA:688,UBERON:0000956,,CTX
WMB:CS20230722_CLUS_0454,0454 L6 CT CTX Glut_5,1,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_SUPT_0454,0454 SBPV-PVa Six6 Satb2 Gaba_2,1,SBPV,anatomical,structure,Subparaventricular zone,MBA:347,UBERON:0007626,,SBPV-PVa
WMB:CS20230722_SUPT_0454,0454 SBPV-PVa Six6 Satb2 Gaba_2,2,PVa,anatomical,structure,"Periventricular hypothalamic nucleus, anterior part",MBA:30,UBERON:8440007,,SBPV-PVa
WMB:CS20230722_SUPT_0454,0454 SBPV-PVa Six6 Satb2 Gaba_2,3,Six6,gene,gene,sine oculis-related homeobox 6,ENSEMBL:ENSMUSG00000021099,NCBIGene:20476,ABAGene:20238,Six6
WMB:CS20230722_SUPT_0454,0454 SBPV-PVa Six6 Satb2 Gaba_2,3,Satb2,gene,gene,special AT-rich sequence binding protein 2,ENSEMBL:ENSMUSG00000038331,NCBIGene:212712,ABAGene:84457,Satb2
WMB:CS20230722_SUPT_0454,0454 SBPV-PVa Six6 Satb2 Gaba_2,3,Gaba,cell type,neurotransmission,GABAergic neuron,CL:0000617,,,Gaba
WMB:CS20230722_CLUS_0455,0455 L6 CT CTX Glut_5,1,L6,anatomical,anatomical,cortical layer 6,UBERON:0005395,,,L6
WMB:CS20230722_CLUS_0455,0455 L6 CT CTX Glut_5,1,CT,cell type,projection_type,corticothalamic-projecting glutamatergic cortical neuron,CL:4023013,,,CT
WMB:CS20230722_CLUS_0455,0455 L6 CT CTX Glut_5,1,CTX,anatomical,structure,Cerebral cortex,MBA:688,UBERON:0000956,,CTX
WMB:CS20230722_CLUS_0455,0455 L6 CT CTX Glut_5,1,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_SUPT_0455,0455 SBPV-PVa Six6 Satb2 Gaba_3,1,SBPV,anatomical,structure,Subparaventricular zone,MBA:347,UBERON:0007626,,SBPV-PVa
WMB:CS20230722_SUPT_0455,0455 SBPV-PVa Six6 Satb2 Gaba_3,2,PVa,anatomical,structure,"Periventricular hypothalamic nucleus, anterior part",MBA:30,UBERON:8440007,,SBPV-PVa
WMB:CS20230722_SUPT_0455,0455 SBPV-PVa Six6 Satb2 Gaba_3,3,Six6,gene,gene,sine oculis-related homeobox 6,ENSEMBL:ENSMUSG00000021099,NCBIGene:20476,ABAGene:20238,Six6
WMB:CS20230722_SUPT_0455,0455 SBPV-PVa Six6 Satb2 Gaba_3,3,Satb2,gene,gene,special AT-rich sequence binding protein 2,ENSEMBL:ENSMUSG00000038331,NCBIGene:212712,ABAGene:84457,Satb2
WMB:CS20230722_SUPT_0455,0455 SBPV-PVa Six6 Satb2 Gaba_3,3,Gaba,cell type,neurotransmission,GABAergic neuron,CL:0000617,,,Gaba
WMB:CS20230722_SUPT_0456,0456 AHN Onecut3 Gaba_1,1,AHN,anatomical,structure,Anterior hypothalamic nucleus,MBA:88,UBERON:0002634,,AHN
WMB:CS20230722_SUPT_0456,0456 AHN Onecut3 Gaba_1,1,Onecut3,gene,gene,"one cut domain, family member 3",ENSEMBL:ENSMUSG00000045518,NCBIGene:246086,ABAGene:89612,Onecut3
WMB:CS20230722_SUPT_0456,0456 AHN Onecut3 Gaba_1,1,Gaba,cell type,neurotransmission,GABAergic neuron,CL:0000617,,,Gaba
WMB:CS20230722_CLUS_0456,0456 L6 CT CTX Glut_5,1,L6,anatomical,anatomical,cortical layer 6,UBERON:0005395,,,L6
WMB:CS20230722_CLUS_0456,0456 L6 CT CTX Glut_5,1,CT,cell type,projection_type,corticothalamic-projecting glutamatergic cortical neuron,CL:4023013,,,CT
WMB:CS20230722_CLUS_0456,0456 L6 CT CTX Glut_5,1,CTX,anatomical,structure,Cerebral cortex,MBA:688,UBERON:0000956,,CTX
WMB:CS20230722_CLUS_0456,0456 L6 CT CTX Glut_5,1,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_SUPT_0457,0457 AHN Onecut3 Gaba_2,1,AHN,anatomical,structure,Anterior hypothalamic nucleus,MBA:88,UBERON:0002634,,AHN
WMB:CS20230722_SUPT_0457,0457 AHN Onecut3 Gaba_2,1,Onecut3,gene,gene,"one cut domain, family member 3",ENSEMBL:ENSMUSG00000045518,NCBIGene:246086,ABAGene:89612,Onecut3
WMB:CS20230722_SUPT_0457,0457 AHN Onecut3 Gaba_2,1,Gaba,cell type,neurotransmission,GABAergic neuron,CL:0000617,,,Gaba
WMB:CS20230722_CLUS_0457,0457 L6 CT CTX Glut_6,1,L6,anatomical,anatomical,cortical layer 6,UBERON:0005395,,,L6
WMB:CS20230722_CLUS_0457,0457 L6 CT CTX Glut_6,1,CT,cell type,projection_type,corticothalamic-projecting glutamatergic cortical neuron,CL:4023013,,,CT
WMB:CS20230722_CLUS_0457,0457 L6 CT CTX Glut_6,1,CTX,anatomical,structure,Cerebral cortex,MBA:688,UBERON:0000956,,CTX
WMB:CS20230722_CLUS_0457,0457 L6 CT CTX Glut_6,1,Glut,cell type,neurotransmission,glutamatergic neuron,CL:0000679,,,Glut
WMB:CS20230722_SUPT_0458,0458 AHN Onecut3 Gaba_3,1,AHN,anatomical,structure,Anterior hypothalamic nucleus,MBA:88,UBERON:0002634,,AHN
WMB:CS20230722_SUPT_0458,0458 AHN Onecut3 Gaba_3,1,Onecut3,gene,gene,"one cut domain, family member 3",ENSEMBL:ENSMUSG00000045518,NCBIGene:246086,ABAGene:89612,Onecut3
