class_curie,class_label,cluster_curie,cluster_label,labelset,cell_curie,cell_label,mapping_curie,mapping_label,mapping_type
WMB:CS20230722_CLAS_14,14 HY Glut,WMB:CS20230722_SUBC_136,136 PMv-TMv Pitx2 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110196,PMv-TMv Pitx2 Glut neuron (Mmus),MBA:1004,Ventral premammillary nucleus,anatomical
WMB:CS20230722_CLAS_12,12 HY GABA,WMB:CS20230722_SUBC_092,092 TMv-PMv Tbx3 Hist-Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110152,TMv-PMv Tbx3 Hist-Gaba neuron (Mmus),MBA:1004,Ventral premammillary nucleus,anatomical
WMB:CS20230722_CLAS_12,12 HY GABA,WMB:CS20230722_SUBC_093,093 RT-ZI Gnb3 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110153,RT-ZI Gnb3 Gaba neuron (Mmus),MBA:262,Reticular nucleus of the thalamus,anatomical
WMB:CS20230722_CLAS_12,12 HY GABA,WMB:CS20230722_SUBC_093,093 RT-ZI Gnb3 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110153,RT-ZI Gnb3 Gaba neuron (Mmus),MBA:797,Zona incerta,anatomical
WMB:CS20230722_CLAS_12,12 HY GABA,WMB:CS20230722_SUBC_094,094 SCH Six6 Cdc14a Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110154,SCH Six6 Cdc14a Gaba neuron (Mmus),MBA:286,Suprachiasmatic nucleus,anatomical
WMB:CS20230722_CLAS_14,14 HY Glut,WMB:CS20230722_SUBC_127,127 DMH-LHA Vgll2 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110187,DMH-LHA Vgll2 Glut neuron (Mmus),MBA:830,Dorsomedial nucleus of the hypothalamus,anatomical
WMB:CS20230722_CLAS_12,12 HY GABA,WMB:CS20230722_SUBC_107,107 DMH Hmx2 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110167,DMH Hmx2 Gaba neuron (Mmus),MBA:830,Dorsomedial nucleus of the hypothalamus,anatomical
WMB:CS20230722_CLAS_12,12 HY GABA,WMB:CS20230722_SUBC_103,103 PVHd-DMH Lhx6 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110163,PVHd-DMH Lhx6 Gaba neuron (Mmus),MBA:63,"Paraventricular hypothalamic nucleus, descending division",anatomical
WMB:CS20230722_CLAS_12,12 HY GABA,WMB:CS20230722_SUBC_097,097 PVHd-SBPV Six3 Prox1 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110157,PVHd-SBPV Six3 Prox1 Gaba neuron (Mmus),MBA:347,Subparaventricular zone,anatomical
WMB:CS20230722_CLAS_14,14 HY Glut,WMB:CS20230722_SUBC_132,132 AHN-RCH-LHA Otp Fezf1 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110192,AHN-RCH-LHA Otp Fezf1 Glut neuron (Mmus),MBA:88,Anterior hypothalamic nucleus,anatomical
WMB:CS20230722_CLAS_12,12 HY GABA,WMB:CS20230722_SUBC_100,100 AHN Onecut3 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110160,AHN Onecut3 Gaba neuron (Mmus),MBA:88,Anterior hypothalamic nucleus,anatomical
WMB:CS20230722_CLAS_14,14 HY Glut,WMB:CS20230722_SUBC_133,133 PVH-SO-PVa Otp Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110193,PVH-SO-PVa Otp Glut neuron (Mmus),MBA:30,"Periventricular hypothalamic nucleus, anterior part",anatomical
WMB:CS20230722_CLAS_12,12 HY GABA,WMB:CS20230722_SUBC_099,099 SBPV-PVa Six6 Satb2 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110159,SBPV-PVa Six6 Satb2 Gaba neuron (Mmus),MBA:30,"Periventricular hypothalamic nucleus, anterior part",anatomical
WMB:CS20230722_CLAS_13,13 CNU-HYa Glut,WMB:CS20230722_SUBC_122,122 LHA-MEA Otp Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110182,LHA-MEA Otp Glut neuron (Mmus),MBA:194,Lateral hypothalamic area,anatomical
WMB:CS20230722_CLAS_14,14 HY Glut,WMB:CS20230722_SUBC_127,127 DMH-LHA Vgll2 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110187,DMH-LHA Vgll2 Glut neuron (Mmus),MBA:194,Lateral hypothalamic area,anatomical
WMB:CS20230722_CLAS_12,12 HY GABA,WMB:CS20230722_SUBC_102,102 DMH-LHA Gsx1 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110162,DMH-LHA Gsx1 Gaba neuron (Mmus),MBA:194,Lateral hypothalamic area,anatomical
WMB:CS20230722_CLAS_12,12 HY GABA,WMB:CS20230722_SUBC_104,104 TU-ARH Otp Six6 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110164,TU-ARH Otp Six6 Gaba neuron (Mmus),MBA:614,Tuberal nucleus,anatomical
WMB:CS20230722_CLAS_14,14 HY Glut,WMB:CS20230722_SUBC_124,124 MPN-MPO-PVpo Hmx2 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110184,MPN-MPO-PVpo Hmx2 Glut neuron (Mmus),MBA:133,"Periventricular hypothalamic nucleus, preoptic part",anatomical
WMB:CS20230722_CLAS_12,12 HY GABA,WMB:CS20230722_SUBC_106,106 PVpo-VMPO-MPN Hmx2 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110166,PVpo-VMPO-MPN Hmx2 Gaba neuron (Mmus),MBA:133,"Periventricular hypothalamic nucleus, preoptic part",anatomical
WMB:CS20230722_CLAS_12,12 HY GABA,WMB:CS20230722_SUBC_106,106 PVpo-VMPO-MPN Hmx2 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110166,PVpo-VMPO-MPN Hmx2 Gaba neuron (Mmus),MBA:576073699,Ventromedial preoptic nucleus,anatomical
WMB:CS20230722_CLAS_14,14 HY Glut,WMB:CS20230722_SUBC_126,126 ARH-PVp Tbx3 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110186,ARH-PVp Tbx3 Glut neuron (Mmus),MBA:126,"Periventricular hypothalamic nucleus, posterior part",anatomical
WMB:CS20230722_CLAS_12,12 HY GABA,WMB:CS20230722_SUBC_108,108 ARH-PVp Tbx3 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110168,ARH-PVp Tbx3 Gaba neuron (Mmus),MBA:126,"Periventricular hypothalamic nucleus, posterior part",anatomical
WMB:CS20230722_CLAS_20,20 MB GABA,WMB:CS20230722_SUBC_203,203 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110263,LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba neuron (Mmus),MBA:178,Ventral part of the lateral geniculate complex,anatomical
WMB:CS20230722_CLAS_12,12 HY GABA,WMB:CS20230722_SUBC_109,109 LGv-ZI Otx2 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110169,LGv-ZI Otx2 Gaba neuron (Mmus),MBA:178,Ventral part of the lateral geniculate complex,anatomical
WMB:CS20230722_CLAS_13,13 CNU-HYa Glut,WMB:CS20230722_SUBC_111,111 TRS-BAC Sln Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110171,TRS-BAC Sln Glut neuron (Mmus),MBA:581,Triangular nucleus of septum,anatomical
WMB:CS20230722_CLAS_13,13 CNU-HYa Glut,WMB:CS20230722_SUBC_111,111 TRS-BAC Sln Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110171,TRS-BAC Sln Glut neuron (Mmus),MBA:287,Bed nucleus of the anterior commissure,anatomical
WMB:CS20230722_CLAS_13,13 CNU-HYa Glut,WMB:CS20230722_SUBC_114,114 COAa-PAA-MEA Barhl2 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110174,COAa-PAA-MEA Barhl2 Glut neuron (Mmus),MBA:639,"Cortical amygdalar area, anterior part",anatomical
WMB:CS20230722_CLAS_13,13 CNU-HYa Glut,WMB:CS20230722_SUBC_114,114 COAa-PAA-MEA Barhl2 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110174,COAa-PAA-MEA Barhl2 Glut neuron (Mmus),MBA:788,Piriform-amygdalar area,anatomical
WMB:CS20230722_CLAS_13,13 CNU-HYa Glut,WMB:CS20230722_SUBC_116,116 AVPV-MEPO-SFO Tbr1 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110176,AVPV-MEPO-SFO Tbr1 Glut neuron (Mmus),MBA:272,Anteroventral periventricular nucleus,anatomical
WMB:CS20230722_CLAS_13,13 CNU-HYa Glut,WMB:CS20230722_SUBC_116,116 AVPV-MEPO-SFO Tbr1 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110176,AVPV-MEPO-SFO Tbr1 Glut neuron (Mmus),MBA:452,Median preoptic nucleus,anatomical
WMB:CS20230722_CLAS_13,13 CNU-HYa Glut,WMB:CS20230722_SUBC_116,116 AVPV-MEPO-SFO Tbr1 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110176,AVPV-MEPO-SFO Tbr1 Glut neuron (Mmus),MBA:338,Subfornical organ,anatomical
WMB:CS20230722_CLAS_14,14 HY Glut,WMB:CS20230722_SUBC_129,129 VMH Nr5a1 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110189,VMH Nr5a1 Glut neuron (Mmus),MBA:693,Ventromedial hypothalamic nucleus,anatomical
WMB:CS20230722_CLAS_14,14 HY Glut,WMB:CS20230722_SUBC_131,131 LHA-AHN-PVH Otp Trh Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110191,LHA-AHN-PVH Otp Trh Glut neuron (Mmus),MBA:38,Paraventricular hypothalamic nucleus,anatomical
WMB:CS20230722_CLAS_14,14 HY Glut,WMB:CS20230722_SUBC_132,132 AHN-RCH-LHA Otp Fezf1 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110192,AHN-RCH-LHA Otp Fezf1 Glut neuron (Mmus),MBA:173,Retrochiasmatic area,anatomical
WMB:CS20230722_CLAS_14,14 HY Glut,WMB:CS20230722_SUBC_133,133 PVH-SO-PVa Otp Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110193,PVH-SO-PVa Otp Glut neuron (Mmus),MBA:390,Supraoptic nucleus,anatomical
WMB:CS20230722_CLAS_14,14 HY Glut,WMB:CS20230722_SUBC_141,141 PH-SUM Foxa1 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110201,PH-SUM Foxa1 Glut neuron (Mmus),MBA:946,Posterior hypothalamic nucleus,anatomical
WMB:CS20230722_CLAS_14,14 HY Glut,WMB:CS20230722_SUBC_135,135 STN-PSTN Pitx2 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110195,STN-PSTN Pitx2 Glut neuron (Mmus),MBA:470,Subthalamic nucleus,anatomical
WMB:CS20230722_CLAS_14,14 HY Glut,WMB:CS20230722_SUBC_135,135 STN-PSTN Pitx2 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110195,STN-PSTN Pitx2 Glut neuron (Mmus),MBA:364,Parasubthalamic nucleus,anatomical
WMB:CS20230722_CLAS_06,06 CTX-CGE GABA,WMB:CS20230722_CLAS_06,06 CTX-CGE GABA,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'class']",PCL:0110006,CTX-CGE GABA caudal ganglionic eminence derived cortical interneuron (Mmus),UBERON:0004026,caudal ganglionic eminence,anatomical
WMB:CS20230722_CLAS_14,14 HY Glut,WMB:CS20230722_SUBC_140,140 PMd-LHA Foxb1 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110200,PMd-LHA Foxb1 Glut neuron (Mmus),MBA:980,Dorsal premammillary nucleus,anatomical
WMB:CS20230722_CLAS_14,14 HY Glut,WMB:CS20230722_SUBC_141,141 PH-SUM Foxa1 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110201,PH-SUM Foxa1 Glut neuron (Mmus),MBA:525,Supramammillary nucleus,anatomical
WMB:CS20230722_CLAS_16,16 HY MM Glut,WMB:CS20230722_CLAS_16,16 HY MM Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'class']",PCL:0110016,HY MM Glut neuron (Mmus),MBA:1097,Hypothalamus,anatomical
WMB:CS20230722_CLAS_14,14 HY Glut,WMB:CS20230722_CLAS_14,14 HY Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'class']",PCL:0110014,HY Glut neuron (Mmus),MBA:1097,Hypothalamus,anatomical
WMB:CS20230722_CLAS_12,12 HY GABA,WMB:CS20230722_CLAS_12,12 HY GABA,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'class']",PCL:0110012,HY GABA neuron (Mmus),MBA:1097,Hypothalamus,anatomical
WMB:CS20230722_CLAS_16,16 HY MM Glut,WMB:CS20230722_CLAS_16,16 HY MM Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'class']",PCL:0110016,HY MM Glut neuron (Mmus),MBA:491,Medial mammillary nucleus,anatomical
WMB:CS20230722_CLAS_17,17 MH-LH Glut,WMB:CS20230722_CLAS_17,17 MH-LH Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'class']",PCL:0110017,MH-LH Glut neuron (Mmus),MBA:483,Medial habenula,anatomical
WMB:CS20230722_CLAS_17,17 MH-LH Glut,WMB:CS20230722_CLAS_17,17 MH-LH Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'class']",PCL:0110017,MH-LH Glut neuron (Mmus),MBA:186,Lateral habenula,anatomical
WMB:CS20230722_CLAS_18,18 TH Glut,WMB:CS20230722_SUBC_149,149 PVT-PT Ntrk1 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110209,PVT-PT Ntrk1 Glut neuron (Mmus),MBA:149,Paraventricular nucleus of the thalamus,anatomical
WMB:CS20230722_CLAS_18,18 TH Glut,WMB:CS20230722_SUBC_149,149 PVT-PT Ntrk1 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110209,PVT-PT Ntrk1 Glut neuron (Mmus),MBA:15,Parataenial nucleus,anatomical
WMB:CS20230722_CLAS_18,18 TH Glut,WMB:CS20230722_SUBC_150,150 CM-IAD-CL-PCN Sema5b Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110210,CM-IAD-CL-PCN Sema5b Glut neuron (Mmus),MBA:599,Central medial nucleus of the thalamus,anatomical
WMB:CS20230722_CLAS_18,18 TH Glut,WMB:CS20230722_SUBC_150,150 CM-IAD-CL-PCN Sema5b Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110210,CM-IAD-CL-PCN Sema5b Glut neuron (Mmus),MBA:1113,Interanterodorsal nucleus of the thalamus,anatomical
WMB:CS20230722_CLAS_18,18 TH Glut,WMB:CS20230722_SUBC_150,150 CM-IAD-CL-PCN Sema5b Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110210,CM-IAD-CL-PCN Sema5b Glut neuron (Mmus),MBA:575,Central lateral nucleus of the thalamus,anatomical
WMB:CS20230722_CLAS_18,18 TH Glut,WMB:CS20230722_SUBC_150,150 CM-IAD-CL-PCN Sema5b Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110210,CM-IAD-CL-PCN Sema5b Glut neuron (Mmus),MBA:907,Paracentral nucleus,anatomical
WMB:CS20230722_CLAS_18,18 TH Glut,WMB:CS20230722_CLAS_18,18 TH Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'class']",PCL:0110018,TH Glut neuron (Mmus),MBA:549,Thalamus,anatomical
WMB:CS20230722_CLAS_18,18 TH Glut,WMB:CS20230722_SUBC_152,152 RE-Xi Nox4 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110212,RE-Xi Nox4 Glut neuron (Mmus),MBA:181,Nucleus of reuniens,anatomical
WMB:CS20230722_CLAS_18,18 TH Glut,WMB:CS20230722_SUBC_152,152 RE-Xi Nox4 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110212,RE-Xi Nox4 Glut neuron (Mmus),MBA:560581559,Xiphoid thalamic nucleus,anatomical
WMB:CS20230722_CLAS_18,18 TH Glut,WMB:CS20230722_SUBC_153,153 MG-POL-SGN Nts Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110213,MG-POL-SGN Nts Glut neuron (Mmus),MBA:475,Medial geniculate complex,anatomical
WMB:CS20230722_CLAS_19,19 MB Glut,WMB:CS20230722_SUBC_168,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110228,SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut neuron (Mmus),MBA:1029,Posterior limiting nucleus of the thalamus,anatomical
WMB:CS20230722_CLAS_18,18 TH Glut,WMB:CS20230722_SUBC_153,153 MG-POL-SGN Nts Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110213,MG-POL-SGN Nts Glut neuron (Mmus),MBA:1029,Posterior limiting nucleus of the thalamus,anatomical
WMB:CS20230722_CLAS_18,18 TH Glut,WMB:CS20230722_SUBC_153,153 MG-POL-SGN Nts Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110213,MG-POL-SGN Nts Glut neuron (Mmus),MBA:325,Suprageniculate nucleus,anatomical
WMB:CS20230722_CLAS_18,18 TH Glut,WMB:CS20230722_SUBC_154,154 PF Fzd5 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110214,PF Fzd5 Glut neuron (Mmus),MBA:930,Parafascicular nucleus,anatomical
WMB:CS20230722_CLAS_19,19 MB Glut,WMB:CS20230722_SUBC_167,167 PRC-PAG Tcf7l2 Irx2 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110227,PRC-PAG Tcf7l2 Irx2 Glut neuron (Mmus),MBA:50,Precommissural nucleus,anatomical
WMB:CS20230722_CLAS_19,19 MB Glut,WMB:CS20230722_SUBC_159,159 IF-RL-CLI-PAG Foxa1 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110219,IF-RL-CLI-PAG Foxa1 Glut neuron (Mmus),MBA:795,Periaqueductal gray,anatomical
WMB:CS20230722_CLAS_20,20 MB GABA,WMB:CS20230722_CLAS_20,20 MB GABA,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'class']",PCL:0110020,MB GABA neuron (Mmus),MBA:313,Midbrain,anatomical
WMB:CS20230722_CLAS_19,19 MB Glut,WMB:CS20230722_CLAS_19,19 MB Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'class']",PCL:0110019,MB Glut neuron (Mmus),MBA:313,Midbrain,anatomical
WMB:CS20230722_CLAS_20,20 MB GABA,WMB:CS20230722_SUBC_201,201 PAG-RN Nkx2-2 Otx1 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110261,PAG-RN Nkx2-2 Otx1 Gaba neuron (Mmus),MBA:214,Red nucleus,anatomical
WMB:CS20230722_CLAS_19,19 MB Glut,WMB:CS20230722_SUBC_170,170 PAG-MRN Tfap2b Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110230,PAG-MRN Tfap2b Glut neuron (Mmus),MBA:128,Midbrain reticular nucleus,anatomical
WMB:CS20230722_CLAS_19,19 MB Glut,WMB:CS20230722_SUBC_159,159 IF-RL-CLI-PAG Foxa1 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110219,IF-RL-CLI-PAG Foxa1 Glut neuron (Mmus),MBA:12,Interfascicular nucleus raphe,anatomical
WMB:CS20230722_CLAS_19,19 MB Glut,WMB:CS20230722_SUBC_159,159 IF-RL-CLI-PAG Foxa1 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110219,IF-RL-CLI-PAG Foxa1 Glut neuron (Mmus),MBA:197,Rostral linear nucleus raphe,anatomical
WMB:CS20230722_CLAS_19,19 MB Glut,WMB:CS20230722_SUBC_159,159 IF-RL-CLI-PAG Foxa1 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110219,IF-RL-CLI-PAG Foxa1 Glut neuron (Mmus),MBA:591,Central linear nucleus raphe,anatomical
WMB:CS20230722_CLAS_20,20 MB GABA,WMB:CS20230722_SUBC_205,205 SC-PAG Lef1 Emx2 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110265,SC-PAG Lef1 Emx2 Gaba neuron (Mmus),UBERON:0001945,superior colliculus,anatomical
WMB:CS20230722_CLAS_19,19 MB Glut,WMB:CS20230722_SUBC_160,160 PAG-SC Neurod2 Meis2 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110220,PAG-SC Neurod2 Meis2 Glut neuron (Mmus),UBERON:0001945,superior colliculus,anatomical
WMB:CS20230722_CLAS_20,20 MB GABA,WMB:CS20230722_SUBC_192,192 PPN-CUN-PCG Otp En1 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110252,PPN-CUN-PCG Otp En1 Gaba neuron (Mmus),MBA:616,Cuneiform nucleus,anatomical
WMB:CS20230722_CLAS_19,19 MB Glut,WMB:CS20230722_SUBC_182,182 CUN-PPN Evx2 Meis2 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110242,CUN-PPN Evx2 Meis2 Glut neuron (Mmus),MBA:616,Cuneiform nucleus,anatomical
WMB:CS20230722_CLAS_08,08 CNU-MGE GABA,WMB:CS20230722_CLAS_08,08 CNU-MGE GABA,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'class']",PCL:0110008,CNU-MGE GABA medial ganglionic eminence derived interneuron (Mmus),UBERON:0004024,medial ganglionic eminence,anatomical
WMB:CS20230722_CLAS_07,07 CTX-MGE GABA,WMB:CS20230722_CLAS_07,07 CTX-MGE GABA,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'class']",PCL:0110007,CTX-MGE GABA medial ganglionic eminence derived GABAergic cortical interneuron (Mmus),UBERON:0004024,medial ganglionic eminence,anatomical
WMB:CS20230722_CLAS_19,19 MB Glut,WMB:CS20230722_SUBC_168,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110228,SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut neuron (Mmus),MBA:609,Subparafascicular area,anatomical
WMB:CS20230722_CLAS_20,20 MB GABA,WMB:CS20230722_SUBC_203,203 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110263,LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba neuron (Mmus),MBA:414,"Subparafascicular nucleus, magnocellular part",anatomical
WMB:CS20230722_CLAS_19,19 MB Glut,WMB:CS20230722_SUBC_168,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110228,SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut neuron (Mmus),MBA:414,"Subparafascicular nucleus, magnocellular part",anatomical
WMB:CS20230722_CLAS_20,20 MB GABA,WMB:CS20230722_SUBC_203,203 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110263,LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba neuron (Mmus),MBA:422,"Subparafascicular nucleus, parvicellular part",anatomical
WMB:CS20230722_CLAS_19,19 MB Glut,WMB:CS20230722_SUBC_168,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110228,SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut neuron (Mmus),MBA:422,"Subparafascicular nucleus, parvicellular part",anatomical
WMB:CS20230722_CLAS_19,19 MB Glut,WMB:CS20230722_SUBC_168,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110228,SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut neuron (Mmus),MBA:560581563,Posterior intralaminar thalamic nucleus,anatomical
WMB:CS20230722_CLAS_19,19 MB Glut,WMB:CS20230722_SUBC_168,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110228,SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut neuron (Mmus),MBA:563807435,Posterior triangular thalamic nucleus,anatomical
WMB:CS20230722_CLAS_19,19 MB Glut,WMB:CS20230722_SUBC_180,180 SCiw Pitx2 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110240,SCiw Pitx2 Glut neuron (Mmus),MBA:17,"Superior colliculus, motor related, intermediate white layer",anatomical
WMB:CS20230722_CLAS_20,20 MB GABA,WMB:CS20230722_SUBC_198,198 IC Six3 En2 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110258,IC Six3 En2 Gaba neuron (Mmus),MBA:4,Inferior colliculus,anatomical
WMB:CS20230722_CLAS_19,19 MB Glut,WMB:CS20230722_SUBC_181,181 IC Tfap2d Maf Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110241,IC Tfap2d Maf Glut neuron (Mmus),MBA:4,Inferior colliculus,anatomical
WMB:CS20230722_CLAS_20,20 MB GABA,WMB:CS20230722_SUBC_192,192 PPN-CUN-PCG Otp En1 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110252,PPN-CUN-PCG Otp En1 Gaba neuron (Mmus),MBA:1052,Pedunculopontine nucleus,anatomical
